english,romanized
thinley pushed against the door with all his weight.,thinley gi go shuk toen de ra phi yi
you cannot say no.,choe no lab mitub
"i remember it as if it were yesterday, but in reality it was fifteen years ago.",nga gi chay ri tangm dha dhi khatsa zum tsho yi dhay bew dha lo gi hema may.
you will be ok.,kheymi choe gani ya mibay
we took advantage of the fine weather to play tennis.,tennis tsey ni doen lu weather advantage take bay yi may
it is on its way.,dhe lam kha yeo
we have got to get you to a hospital.,choe hospital na koe gob wong mae nga chey gi
i have made up my mind to achieve my goals in three years.,three years na goal achvieve bayni sey mind make up bayi
i am waiting for a train.,nga train gu dhi yoe
could you please stop saying that?,ani lap ni dhi zha da please
america is ahead in space technology.,america di space technology na hema yoe
i canceled my hotel reservation.,nga gi hotel reservation cancel bayi
do not lose your purse.,ngeku dakzin bay
hang on.,atsi ti gu na
you do not seem to realize how serious this is.,choe gi ani dhi tsub chen gadem chi ena ha go ma tsu bay mena
she can swim further than i can.,nga lay dhi mo gi tsey layshom chab wong
she found confrontations very upsetting.,mo gi dong len tsu yoep dha sem me ga way
why did you let tashi go?,choe gi tashi lok gachi bay tang yi
playing the piano is not easy.,nencha tro ni jam toto men
it is difficult to help people that do not want your help.,mi charo beyni lhakha dhu
i was really curious.,nga curious dhae yi
the eating of delicious food is one of the most intense and poignant pleasures of life.,toh zani di ga
i feel very guilty.,nga logya ma jo
go away.,naley thoen
do not be so greedy or you will wind up with nothing.,na mey sa mey greedy mabay tama gachi ya methob wong may
i really needed it.,nga really gop dei c
"she asked him to come into her house, but he refused.","mo gi kho lu chim na sho say lab nu baty, but kho gi nyen ma tub bay"
i am not ready to go yet.,nga joni ghi dra dri majo
we will have to make some tough choices.,nga chay tsu gi dham kha layshom bay chap go
do you think it is worthwhile? i do not think so.,"ani de khung du ya, mindu mena"
she should help her mother.,mo ra gi ai lu help bey go do wong
i want them alive.,nga khong me bay go ne
i can peel an apple.,bag gi apple pa ko shub tshub
have you ever been run over?,choe hema run over bay bu
give me a ring if you find out anything.,nga la lab mey choe ghi shey wa chin
they had an argument.,khong nge thab day
she has to look after her mother.,mo mo gi aie ta go bay
i cannot tell you how long i have waited for this.,nga choe lu nam lay gu yi ga lab me sup
it is the next logical step.,dha next dhi logical step en
your tea will get cold if you do not drink it now.,choe ghi ja dhi khem jo wong dhato ra mathung bachin
i wonder what has become of her.,mo ga zum joyi ga c noyew me
you have not told me your name yet.,choe ge ming malab baya dato ya
he stood up for what was right.,kho support bay dey for what was right
shots were fired.,dhew dhi chap dha nu
i am safe.,nga safe en
"one lump of sugar, please.",chi ni a tshi nang may
is there another solution?,doru soso neykab chi mi ga?
i ordered pizza.,nga pizza order bayi
i just had our house painted.,nga chay gi chim di dari naba cham chi pant bay yee
that was so cool.,choe dhi kheysisi dhu
there was no one to stop pema.,pema ka mi gaya ma day
are you a high school student?,choe high school student enna?
their financial problems began in the second half of the year.,khong ghi financial problem dhi second half of the year lay thoen nu
a lot of people who have up until now been spending money having a good time now need to be more careful with their money.,mi tshu teru dhato tshen teru layshom bey lak pen mathab mi tshu nalay pha teru layshom bey lak len thab gho dhu
it has been raining on and off since the day before yesterday.,dari naba chab chab dhi ra dayi
i refuse to answer the question.,nga loen milab sui
how much is this camera?,ani camera di gamchi mo
i want to apologize for everything i said.,choe lu dhachi lab mi dhenlu sorry
pema was probably born in boston.,pema dhi taw dha boston na kay kay embay
i could use a little sleep.,nga atshi nay go bay
her mind is filled with dreams of becoming an actress.,mo gi thraptshaep bay ni gi raywa drup nu may
this letter is wrongly addressed.,ani zhuhig de chi zhu bay dri nu
the rain lasted for three days.,chrap nim sum gi dhen lu chrap chap dhi ra dheyi
this milk tastes odd.,om di drow madraw chi dhu
he likes coffee without sugar.,kho coffee sugar mi ba ga mi en
i like it when it is snowing.,nga khaw chab da gaw mae
pema lost.,pema phamsi
we plan on staying a week.,ngachey tshu duen thra chi doeni
his daughter has become a beautiful woman.,kho ghi bum dhi jarim ya so nu
let us ask a travel agent.,travel agent da chi kha kha lap gay
that is just what you needed.,hani dho ra choe gop day nu bay tay
how did you lose so much weight?,choe nyam ga day zhu ye
what is it you want to sell to us?,choe nga chey lu gavhi tshong ni mo
she advised him to tell his girlfriend that he loved her.,mo gi kho lu lab ja chin nu lho gi gf lu gamchi gaw inna
he is standing on the stage.,kho me mang ge bulu long dhaynu
save your long-winded explanations for someone else.,choe gi explnation rem di ro gi doen lu zha da
he is a bad person.,kho me zop en
ugyen is an active person.,ugyen active dhu
that is not what we want.,ani mann ngachey gomi dii
you are not interrupting anything.,choe ngachey disturb ra mabay
her husband is an excellent cook.,mo gi mup dhe zhay go bay me layshom chi en
his memory never ceases to astonish me.,kho gi memory gi nga atara suprise za chu mae
she invited us to her birthday party.,mo gi nga chay lu boday
no one is speaking.,gagi ya lab ni meen dhu
i felt left out.,nga left out feel baew may
everything's very cheap.,gara khay to to
the country is abundant in natural resources.,gyalkhab di rangzhin gyi thonkungu ra lew in
we all need to stay together.,nga chay gara chikha dey go
could you speak more slowly?,atsi golay bay lab na
humans are not the only animals that use tools.,mi cham chi men semchen nalay lachey lalen thab mi
"if you are going to apologize, you should do it right away.",apologize baywachin dato ra bay dha
i expect to sing better next time.,nga next time better sing bay do wong sey expect bay do
gyeltshen was offended by what mary said.,gyaltshen sem kha pho nu
i know what it is like to be the new guy.,"nga gi shay, na shap bay yong dha feelings dhi"
i admire your dedication.,nga nye rangye choe ghi tsa gen thang ta bay
where are you going on vacation?,vacation na ga ty jo ne
when did you begin learning german?,german nam lhab chi
have a donut.,khabzey za
i have no money to buy the dictionary with.,nga lu dictionary nyo ni teru myee
i am happy to hear your voice.,nga choe ghi kay go dhi sem gayi
he has four children to provide for.,kho alu zhi so go bay
dorji turned off his headlights.,dorji ghi headlights off bay nu
the restaurant was far from the train station.,restaurant dhe far dhu may from tranlin station.
the crow spread his wings.,ola de ge wings tang nu
"if that happens, call me.",ani happen bay wa chin call me
there is no school today.,dari lopdra mi
my uncle gave me this watch.,uncle gi nga lu watch jin yi
i truly hope not.,nga moenlam tab do ani mem wong sey
we must ask the bank for the loan.,bank ley loan len go
i feel betrayed.,nga betray baydo zumbay feel baeyi
i am sick.,nga nabay en
did i not anticipate this?,mashay tey dhi dhi choera shay dho wong
i put it on your desk.,choe ghi drithi ghi thokha zha yi
i am visiting my grandmother in the hospital.,nga hospital na grandmother chay ba en
have you been told where to park your car?,choe gari gatay park bayni labchi ga
is not that true?,ngom ba men ya
they could not agree on anything.,ga gi ya nyen ma tub
dorji broke the rules and was kicked off the team.,dorji ghi thrim lay gay sop lay detshen lay ten ko nu
i can take a message.,messgae dhi len zha gay tay
this is a good book for children to read.,ani book di childrean gi doen lu lhab ni laeshom du
gyeltshen is downstairs.,gyeltshen ma dhu
pema could not find his shoes.,pema khora ghi lham tshay mathop bay
we talked about this yesterday.,ani korlay nga chay kha tsha lab tshab chi en
we stood face to face.,nga chey face to face doe yi
she has a natural talent for music.,mo lu natural talent chi yoe music na
i do not like silence.,nga khu sim sim they ni lu mi gha
i want to convey my sympathy.,nga nga lu ta bay phang mae
she ignores him completely.,mo kho ignore bew mae
we have an obligation to do that.,ani dhi bey mitsu ni zum dhu.
you should not let your girlfriend borrow your iphone.,girlfriend lu phone ba machu
my bag is too old. i must buy a new one.,nge bag dhi nim thay sui. sarp chi nyp go bay
i gave her just what she needed.,nga mo lu gomi di gin yiii
my mother was crying.,dachi nge ai ngu day nu
"no more, thank you. i am full.","tub chi, nga drangyi. kadrinchoe"
they adopted the orphan.,khong gi daw bu-tsu dhi tso nu
"in all probability, we will arrive before them.","ga day bay en ru, nga chay heyma haywong khong lay."
i am 19.,nga en
i set myself realistic goals.,nga ghi nga ra ghi bay tsub me migtay chi tsu zha b
we pitched the tent next to the river.,nga chey gi tent chu tsa wa cha yi
it used to be nearly impossible.,choe chab ni lakha dhu
let me in.,nga ya zoe gay
they feared you.,khong choe lu dro nu batey
i did not want you to feel you were alone.,nga choe ra cham chi en sey no michu
you are still young.,choe dhi zhoem ra may
who designed the white house?,ga gi design bai ga white house dhi
who would buy something like that?,ani zum dhi ga ghi noewong?
i want to apologize for the way i acted last night.,kha tsa chiru baymi bayzha lu sorry lab ni bay enn
this bed is way too soft for me.,ani nyelthri dhi jam chu chu dhu
drinking warm milk makes me sleepy.,om tsha tom gi nga ngye thhay chuuw may
his father left him the house in his will.,kho ge apa kho chim na ko zha nu
she called up her mother on the phone.,mo gi mora gi aii lu call chab dey
i do not need a wheelchair.,nga kang dhri ring mo mi gho
i forgot my credit card at home.,nga credit card chim na lue su nu
absolutely nothing is permanent in life.,metse tak pa ten pa mee
how much money did you win?,teru gamchi thobchi
how was your summer vacation?,vacation gazum dayi
she always has to be the one giving orders.,order atara mo gi jin go bey tey
i just want to disappear.,nga juk jo go nyo ye
i really wish you would do that.,choe gi ani di bya ru tubya
"according to tv news, there was a plane crash in india.","india na plane crash go nu lo, according to tv news"
i managed to finish the work.,nga laa bey tshayi
none of us knew the answer.,nga chay ga gi ya mashay
can i have a word with you alone?,choe dha kha lab go bay
i have nothing to fall back on.,zhen lu rey bay dhay ni gi zang wa mindu
let him in.,kho nang na zi machu
we are not welcome.,nga che tshu hong dha me chay
please contact me by letter.,nga chi kha letter tho lay contact bayna
please smile.,gazoom taensh
i think nobody's home.,taw da chim na gaya mindu
i go to the park.,nga park na joni
i hear that you are having an unusually cold winter.,nga gi go dho zum bay wa chin nam gyen dhi madrawu chi bay ra jang ni yoe lo
i am hit!,nga dung yi
hang on a minute.,atsi gu nang wiai
i have forgotten my email address.,nga gi email address jayso nu
here is my phone number.,ya nga gi number
he shares a room.,kho room chekha bay doep een
"by the end of the century, the earth will have experienced a dramatic increase in temperature.","ani gyelrub gi ju lu, zamling na tshar shu jung yong"
a car was coming in this direction.,gari chi na khatu wong wom dhoeyi
thinley stole the ring.,ring the thinley gi awoo kuu nuu c.
he is a sweet guy.,kho sweet chi yoe
let us call it a day.,amchi bay zhagay dari
i should take this.,nga ani bago bay
i was not competitive enough.,nga khong dan dra ra ma bay
i am fed up with your constant complaining.,choe gi nyokshay dhi suen ra suen chi
i bumped into an old friend on the bus.,haema gi charo chi chay chi bus na
i promise you i will not ever leave you.,nga promise nga choe ko may zha
mary is a widow.,marry dhi widow en
all my problems are over.,nga gi tab madaw tshu gara juduyi
you can take whatever you like.,choe ra ga chi ba go now chi ba da
i am fat.,motey en nga
she can speak russian.,mo russian lab shey bay
he was proud of his daughter.,kho rai bum lu ta ngay rang nu
we are all scared.,nga chi gara dro bay
i hope that she will help me.,mo gi nga charo bayru tubay
yes. you are absolutely right.,enn choe ra dra
my sister asked me to teach her how to ski.,nge num gi mo lu ski toen na sey ask bae dey
i spent the day with chime.,nga dari gi nim di chime dang chikha doe yi
i should have studied more.,nga paycha mam ta ru tup nu
he robbed me of every cent i had.,kho gi nga lu ata ra teru yoe mi tshu kho gi ba may
i will go myself.,nga ngara gi go ni
i cannot think about this now.,nga mano ani korley dato
she is capable of anything.,mo la gha ra bayni ghi cho dup yoe
i hate this car.,ani numkhor me ga way
i like to grow flowers.,nga meto ge la bayni lu ga
he uses honey instead of sugar.,"kho ghi guram ghi tsa ma , bja la len tab enn"
more than five-hundred were wounded.,me nap ja lay lhab lu ma ken jung nu
that changes nothing.,ani gi di gachi change bay mitshu
is that still my room?,nge room enn na aphi de
there is an urgent need for improved living conditions.,mi tsey nye tang yargay ta ni ghi den lu jurchey gob du
you will obey us.,chey dhi tshu nga chey gi lab im nyen go
it is not his style.,kho gi style men bay
how long will it be to dinner?,gam chi lue cc dinner ren ni doen lu
do not open your mouth.,kha ma jang oii
where're thinley's things?,thinley ghi chala tshu kaley?
he is like a father to me.,kho nga gi apa zum en
dorji had bags under his eyes after several sleepless nights.,dorji layshom manye ni di ghi migto bonu
did i have a choice?,doe wai choice halam
who told you the story?,choe lu sunng ga ghi lab jinyi?
"believe it or not, she has three children.","denzi riru mariru, mo lh alu sum dhu"
i have got real feelings for you.,nga choe lu ga
show me what you have hidden behind your back.,choe ghi jab kha yoe mi dhi toen mey
i do not have to listen to that.,nyen go mano
i have warned you before about this.,nga choe lu hema lay ra lab chi
the moon is already out.,daw thoen nu
do you mind if i sit here?,nga na dhoeb da choe lu khemi ya ?
let us take a trip.,shay wa jogey
"come with us, please.",please nga chay chi kha jo gay wai
the squirrel was busy gathering nuts.,nuts dom de busy may
i was very disconcerted to find that everyone else already knew it.,ro gara gi shey bey zey ha gow dha nga yang za yi
could you give me a ball-park figure?,choe gi nga lu photse chi nang
he is every inch a gentleman.,kho gentleman mae
you are not finished.,choe mazo dato
chime's wounded.,chime mah thoen nu
"whether the problem is important or unimportant, you must solve it.",kqang nyel dhi gam chi sa tra yang na jam tro tro yoe ru lam dhi toen go kang dhi say go
everything about this is wrong.,gara wrong mae ani tsu di
i have got bad news.,nyetshuel ngyen ba chi yoe
tomorrow is my birthday.,naba nga gi kay wii nim enn
you are too loud.,choe kay shu lab dhey
he wants to reach a wider audience.,kho lu mi lay sha go mi chi may
i am fit.,nga fit yoe
this necklace is so beautiful that i would like to buy in for my wife.,ani jiru dhi layra layp lay nge amsu lu nyo bago bay
you would better get up early.,you ha sa long ba chin dra dho wong
i will not forget that.,nga cheyri mijay
that is not completely accurate.,ani dhi toen khel bay bay lab mi tsu bay
come help me.,nga lu charo bay na
gyeltshen did exactly as i told him to do.,gyeltsen gi nga gi lab mi exact bay yi
he likes ham and eggs.,kho ghi gongdo dang ham gaway
did your mother make those?,"maba wai, nge aie gi maba"
i did not speak.,nga lo malap
i left.,nga thoen ya cc
you have bought more postage stamps than are necessary.,choe gi go mi wa ya mam postam ngo nu
"a girl came running, with her hair streaming in the wind.",bum chi nga baysa juk dhi wong dhay cha ra namkha phu dhi
we heard tigers roaring in the distance.,aphale tiger dhi kay goyi
she is upset right now.,mo sem shinu
who is going to eat all that?,chie gi gachi ha goi
does she know you?,mo gi choe ngo shey ga
can you explain how this machine works?,choe ghi ani machine dhi gadhoe bay la baywong ga explain chi bay nang sa
i do not like spring.,nga sokha mi ga wey
"my father can speak french, but my mother cannot.",nge apa gi french gi kha shay dey bew da ama gi meshay
i did not know that.,nga ge ma shay
you have good reason to be angry.,choe tship za me dhe den ra den wai
i do not know where he comes from.,kho gatay lay ena nga mishay
that was pathetic.,ah phi dhi pang sisi mae
he broke into a house.,kho chim na ze nu
i like your mirror.,nga choe ghi mirror gay ye
do not push it.,ma phi may
how can i pay?,tiru gadey bey trey gob enna?
please tell me about it.,nga lu lab na may ani kor lae
the poor young man finally became a great artist.,kho hayma ga chi ya mayru dhadhi artist bom chi embay
he is not happy at all.,kho sem ra maga nu
he was struck off the list.,kho list lay toen tang nu
i often meditate on the meaning of life.,nga gi nga ra metsay ko lay nok sam tang ne yoe
beat it.,drang da
he comes from geneva.,kho geneva lay wong nu
do you know what your kids are eating?,choe alu tshugi gachi zaw ena shay ga?
do not kill me.,nga masay
the nurse hit a blood vessel.,i dont know
i work in a hospital laboratory.,nga meenkhang gi lab na la bay bi
we are not that close.,nga chay ni amchi ngo mi shay
he is proficient in both spanish and italian.,kho spanish da italian nge nara lab shey ya
i bet you have never climbed a tree.,"nga gi thrang dhi ra lab gay, choe hayma shing gu zay ra zayp yong"
this problem is not so difficult that you cannot solve it.,ani problem dhi amchi difficult dhi mindu solve bayni
"with the bridge destroyed, there was nothing to do but swim.",zam dhi cha zhim lay. tshay chap ni lay lhab ga ni ya mi dhu
i really would rather be alone right now.,nga ra cham chi dhay ni
what kind of music does thinley like?,thinley gi music gazum ga?
where can i wash my hands?,nga lap gaty chhuw dra ga?
i did what had to be done.,nga ra bay go mi dhi bay yi
i do not want anybody writing about me.,nga gi kor lay gaa gi yang ma dree rung tub bay
"seen from a distance, it looks like a ball.",a fa kay taw da.. ani ball zum thong may
i need something else.,gachi chi gobay
i was bored with his old jokes.,jokes nim chi lha boring theyn yi
we are buying movie tickets.,nga cha lokyen shokzin to do
do you live around here?,choe ana fa tshu dayw ena?
chime hid mary's doll behind the door.,tom ghi mary ghi doll gho ghi jab kha eep zha nu
i have heard nothing from him for five years.,"nga chey ni ma chey ba , lo nga ya si"
this is so boring.,om nye se se mea
where is the emergency exit?,emergency exit dhi gaty lay ena?
pema could do that.,pema gi baytshu tey aphi di
my girlfriend is chinese.,ngi girlfriend dhi chineese enn
she does not have any enemies.,mo lu enemies ra mi
may i borrow your eraser?,eraser atsi na may
are you still upset about what happened?,choe dato ya sem shi dhi yeo ya?
tashi is extremely busy now.,tashi namay samay busy dhu
can i see you a moment?,dato choe free ena
are not you embarrassed?,choe ngo mi tshai ya
she is collecting material for a book.,mo dridep gi den lu chala tsue dey
"you are worried, are not you?",choe tsagay lang mae gush?
that would be nice if it were true.,ani tsu laeshom wong tay true ra en ba chin
we must stick together.,gara chikha dhoe go may
she did not say anything.,mo gachi ya malap
she has absolutely no enemies.,mo lu jamcha ga ya mi
we used to play games like tag.,nga chay hayma tag gi game tsay wi
the light has turned green.,light green ya si nu
"to tell the truth, i do not like him.",ngo ma lab ba chin nga gi kho miga
ugyen wants to be with mary.,"ugyen, mary chikha day ni gaway."
i bit my tongue.,nga ra chel soo tab dhai
she was livid when she found out all the lies he'd told her.,kho gi shob chab chi say mo gi dha zem dha mo na may sa tshib za nu
is there something else you want to tell me?,nga lu lap ni soso yoe?
i only did the bare minimum.,atsi cham chi bey yi
ugyen does not want to see you.,ugyen choe tago mano way
it is the only logical explanation.,ani ra may tay logical explanation
everything was working.,gara la bey dhey yi
stop staring at me like that.,ani zum bay raa de maa taa oiee.
that is not quite what i meant.,daybay lab lab maen
i was quite at a loss for words.,nga tshang tsha dheyi pham bay
you are to come with me.,choe nga da enn
this telephone does not work.,telophone la baymi tub bay
she showed me her album.,mo gi pa gi kitab toen nu
the boy who lives next door often comes home late.,ngye chim tsang chim na threy threy chii di wong may
do not stand up.,ya long mi go
he must stay in the hospital for a week.,kho dhun thra chi gi dhen lu menkang na dhoe go
pema was not at mary's funeral.,pema dhee mary gee mejang na min du
are you new here?,choe sarb ena na?
i have a rough idea where it is.,ngagi gaty yoe ga shae do zum baeyi
"there were few, if any, trees.",du shing dag pa chi cham chi
what would we do instead?,dhay men nga chay gi gachi bay baew wong?
we should not ask why.,gachi bay say madri
"if it had not been for your advice, i could not have succeeded.",choe gi nga lu labja majinba chin nga succeed majo jo wong
should not you overlook his indiscretions and forgive him?,kho gi la zob tsu je bey yang chag bey ru mi dra ga
"between us, he is a little foolish.",kho atshi tsagay yoe nga da choebda
a piano is expensive.,piano dhi gong bom en
tashi was genuinely worried about mary.,tashi dhi mary kor lay worried ra bay dhay nu
please do not forget to mail the letters.,letters tsu mail bay ni gi majey may
he is at home in france.,kho kho ra gi chim na du france nalu
i heard that a paralyzed man was eaten alive by maggots.,maggot gi mi paralyzed chi zaa dha nuu
i would like to stand.,nga ya long go bay
what is she saying?,gachi labdhey mo gi
i shouted.,nga kay chap chi.
he is good at taking photos.,kho pa tab ni na layshom yoe
i want something to write on.,nga dri ni doen lu chi nang mae
drop it!,mata zha!
i have never even had a girlfriend.,nga lu arogaro dhoey ra ma dhoey
she was watching the dead leaves falling.,mo dapma shi shiw de bisa ta di doe nu
lunch is ready.,luch reday ya si nu
he betrayed his country.,kho gi kho rai gyalkhab lu betray bay yee c .
can i get you anything else?,doru gon na?
he knocked on the closed door.,kho ghi gho gu dung dey
tashi sealed the room.,tashi gi room seal baynu
we are almost ready.,ngachay dradi joni bay dho
price is not an issue.,gong tshay dhi tsa gay mi
i take vitamins.,nga vitamins zawong
have you been seeing a lot of him recently?,choe kho thrae thrae ra chaeni yoe bo?
i just bought a boat.,nga gi boat chi bayi
i usually walk to school.,nga usually lobthra lu kangto bey joni yoe
that house is built of bricks.,ra phe chim dhe do gi chap chap embay
they are terrified of you.,choe tabay khong drunu
i have not yet made up my mind.,nga nosam ra ma thang
"in the united states, school buses are yellow.",united states nang school bus di tshu yellow em may
it was frustrating.,tsip za cc doeyi
what was i saying?,nga gi ga chi lab chi ya labsh?
she helped me out countless times.,mo gi nga ku charo baw ba sa ra yoea
they left him for dead.,kho shi nu sey ko zha nu
dorji poured some cereal into a bowl.,dorji gi cereal gara thali na lu nu
"if he keeps threatening you, then you should go to the police.",kho ghi hayta mam tsey wa chin thrim sung gakpa na joda
i had a puppy when i was a boy.,nga chunku bay doep da rochi chi yeo
this suitcase is too heavy for me to carry.,ane bag nameasamea g du
i had fun with it.,trowa thone yee may ani nam.
chime seems to be seasick.,chime na naw zum dhu
give me three pieces of salmon.,nga lu salmon sum na mae
he left the office without saying a word to anyone.,kho yigtsang lay ganey ya malab ba gom zhu nu
we shook nuts from the tree.,shing gu lay nuts bue choo yi
is that ring made of real gold?,ring dhi gold ghi zo zop ena
have you finished reading the book?,book lhab tsa yi bu?
i had forgotten how beautiful you are.,choe amchi jarim yoe si jay so nu
i hope tashi will get well soon.,tashi joba dra ru tubay
she was busy with her knitting.,mo busy dhu knitting bay dhi
"that is weird, is not it?",choe madraw chi dhu sa men bey ya
when did you tell me that?,nam lab chi choe gi nga lu?
his crime deserved the death penalty.,kho gi la nyen di tse tsoen thob nye ten dayi
this winter is warm.,nam gyen tsa tok tok dhu
i found the book by accident.,nga ghi ketap thob chi.
there is very little we can do now.,nga chay gey bay tsub zar ru atsi che ra en
would you please wait for a few minutes?,atsi wait bay tsub ga
lighten up.,na nyen may
there was blood everywhere.,da thra laysha dhu
turn the lights out now.,light sey da
there is an urgent need for clean energy.,cha dar chab ni say jo ba jo ba sho lo
he is no good as a lawyer.,lawyer bay dhi kho tsakha ra mi tsi bay
we must inform them.,nga khong lu lab go
he looks gloomy.,kho sem ma gawo zum thong mea
i am looking after myself.,nga ra nga ra ta bi
we will follow ugyen.,ugyen follow bay gay nga chey tsu gi
get up.,ya long
are these your things?,ani chala choe ghi ena
i had my licence renewed a week ago.,nga gi licence renewed bayee hapta chi gi hayma
this clock loses three minutes a day.,ani clock di ngyim chi na minute lose baew mae
his ideas sound crazy.,kho gi idea di crazy may
what more do we need to make us happy?,tsem gani dhen lu gachi beygo
what else?,daru gachi?
he said he had come to japan the previous week.,kho dhun thra chi gi hema na japan na wong nu zer lab dhey
do you have a showroom for your products in the city?,ton na lu tshongkang yoe bu
"if i had been rich, i would have given you some money.",nga chub bay wachin nga ge choe lu teru jin jim wong
i am sure he mistook me for my sister.,kho gi mistook bay nu nga gi sister ensey
how did you get a naked picture of me?,nga ghi naked par gatey ley thib chi
he was painfully skinny.,kho chasi si deyi
his face turned white.,kho gi dhond white jo yi
can you drive a five speed?,choe gi speed tang tsu ya
camping is impossible where there is no water.,chu mi wa chin camping bey mi tsu
i often study while listening to music.,nga paychab lab dha zhab thab nyen wong
dreams sometimes come true.,milam tsharchig denpa gyurni inbe
i had no idea.,nga me shay ba ya
i did this myself.,nga nga ra ra byai
this book is not as heavy as that book.,ani keydep dey aphi keydep zum je me
i gave you an extra hour and you still did not finish the job.,nga gi choe lu laa bey ne gi duetshay chi thayp yoe ru bey ma tsha wae
do you have a flashlight that i could borrow?,choe lu flashlight yoe ga
i will have finished the work by noon.,noon lu dhi tshawong la
you are taller than me.,choe nga lay zu rem bae
i am tired of working a nine-to-five job.,nga nyam tsey chi dro ba time nay tsen
i will come and get you.,nga wong bay choe drey gay no
did not i tell you not to dance?,nga ghi choe dance machab sey labchi mena
he was wrong.,kho zey c du
i do not need luck.,nga lu dhaw mango
we will miss living in boston.,boston miss bay ni may
we came to the conclusion that he should be fired.,kho teon tang go ser ngachay gara jur lu kha zhey yi
it could be a coincidence.,takpa tenpa enmay
it is dangerous to text while crossing the road.,lam gyel we kam lu yeg threl tang ne dhe ngang kha yeo
the police uncovered a major drug operation.,police ghi chala bom tshay thob nu
i made a deposit in the bank yesterday.,bank na teru tsu zha ye khatsha
he seemed to like that.,kho ani ganu
he took a taxi to the station.,station tsen taxi na jonu
all of the apples that fall are eaten by the pigs.,apple big jojo tshu phap ghi za wong
i am glad to see you again.,choe lok chay dhi same ga yi
used car salesmen are a disreputable bunch.,ani salesmen gi reputation na mindhu
tashi plays tennis very well.,tashi tennis layshom bay play
i visited her on sunday morning.,nga mo za nim dhang dawa na ta wa jowi
it takes years to master a foreign language.,foreign language master bayni den lu lo lo bay go
where is this play being performed?,ani tsem gaty tem ena mo
hug ugyen.,ugyen pham tabsh
the problem remains to be solved.,ka ngye dhi tshel ma tshu ba ra lue c
i hope you do not do that.,nga gi rewa lay ban choe gi dey bay mi bay do wong say no may
he ran the risk of having an accident.,kho gi accident ba ni gi risk bayi
we saw the tower in the distance.,apha lu tower thonyi
"day in and day out, he does nothing but tend his sheep.",na na dhey ru chikha jo ru kho ghi lu ta dhey wong
we marveled at the little boy's eloquence.,nga chay bush chikha gi kha lap shay me lu ha lay dhe dhay yi
dorji does not know how to ski.,dorji ge ski bay mi shey
maybe there is a better way to do this.,ani la bay ni gi thab shay drab chi yoe dho wong
"if you speak french, i will not understand.",choe french laba chin nga ge hamego tey
he is the tallest of all boys.,zurim ra fho en may
how do you tell them apart?,khong nyi what soso labdha bro
the hotel has a homey atmosphere.,ani goenchim dhi chim zum bae sem ga tto tto dhu
"judging from the look of the sky, it may rain this afternoon.",nam kha tawachin tama charp chab be zum dhu
"hurry up, or you will be late for school.","joba bey, dhi men choe lobdra jo ni chi wong mey"
"you are german, are not you?",choe german en mo?
you do not sound entirely convinced.,satis majo ya bro
do you have a boyfriend?,choe lu boyfriend yoe ya
i heard him go out.,nga gi kho chekha josa goie
i want to know absolutely everything.,nga ga nay ya shay go may kno
"i cannot turn it on, because the switch is broken.",nga ge thay ma tshup de map ya so nu
do you mind if i turn off the light?,light off chab ba chin tub ga?
better to err on the side of caution.,drabpo toen ty zeywa bay go
the u.s. thinks it is getting the short end of the stick.,u.s gyalkhab gi neytang kensu chen chi na heynu sey nowmay
i did everything i could.,nga gi bay tsu mi dhi bayi
he is a nervous wreck.,kho dros nervous zaa yong.
how many did you want?,gam chi goni
they are of no consequence.,khong consequence gachi ra me
it is all been written.,ani gara dri zha nu
he got all his information from secondary sources.,kho ghi information secondary sources lay thob
i am a professor.,nga professor en bro
they study in the afternoon.,khong afternoon na paycha lab dea
this is the biggest hotel in this city.,ani hotel dhi dzongkhag dhi ghi hotel bomsho enn
the snow is melting.,snow melt jo day
we should try to understand one another.,nachey ra nang do understand bay ni try baygo
i will pack my bag.,nga bag pack bay doe wong
who called the cops?,cops ga gi boyi?
i do not often think about the past.,nga hema ghi kolay no sam tang ni mi
i am sorry that i did not email you sooner.,"go ma threy, nga choe lu mail joba kay ma tshub"
"a man who has never gone to school may steal from a freight car, but if he has a university education, he may steal the whole railroad.",mi chi school na majon gari ley steal bey wong. dhi bew da thorim shey yen yoen gari lam ra aw chab wong
where is everyone going?,ga ty jow enna gara
she died.,mo dhi shi sii mo dhi sha si
she spoke english to me just to show off.,mo nga lu english show off gi doen lu laab may
what kind of things do you enjoy doing?,choe gachi bayni ga?
help me!,charo bay nang!
we are in the second week of an unrelenting heat wave.,nga chey second week of heat wave na en
how could you not tell me about this?,nga lu gachi bay malab ?
never be this late again.,nam ya amchi late ma jo
this is absurd.,di may mee mi chi mae
you are nice.,choe layshom du
do not give him any ideas.,idea chi ya majin kholu
the man charged me with being irresponsible.,ani mi dhigi nang may bi la dhay sa
your troubles are just beginning.,choe gi troubles di go tsub chi ra mae tay
there is a fundamental difference between your opinion and mine.,choe da nga ge nosam tang thang soso ra du
let us check the map.,map tagay.
she wanted to be alone.,mo ra cham chi dhoe go no nu
how can you be so sure of that?,choe ga day bay shape mo ani dhi?
ugyen was sitting at a nearby table.,ugyen table gi zukha doe nu
my father is at home.,nge apa chim na yoe
you need to get some rest.,choe lu rest chi go bay
i have a problem dealing with authority.,nga wang cha nang me mee cham bay
