english,romanized
Everything is fine.,gara tik ti ennn
Everything is ready.,gara dradhi yoe.
Everything was going great.,kho lu neytang dro c c chi jung nu
Everything was working.,gara la bey dhey yi
Everything's ready.,gara dadri yasi
Everything's very cheap.,gara khay to to
"Excuse me, what is the name of this place?","Excuse me, ani sago gi ming di gachi ena?"
"Excuse me, what time is it?",choe gom ma thre wa chin nga lu chu tshay gam chi jo nu lab na waii
Excuse me.,gom ma thray
"Father can swim, but Mother cannot.","Apa ghi chelchab shey, dhey bew dha nge aie ghi chelchab meshay"
Feel free to call me if you need anything.,Gop thaen ba chin nga lu yang ma zawa call chap
Fighting won't settle anything.,thabzing gi di gani ya phhen mi tho ty
Fire!,Mi!
Fold up your bedding.,dhen tab dha
Food costs money.,za ni gi den lu teru go sii
"For a long time, I used to believe the same thing you do.",nga choe ga lab mi di ra den zi ri doe yi
"For the crime of first degree murder, this court hereby sentences you to life in prison without the possibility of parole.","For the crime of first degree murder, this court hereby sentences you to life in prison without the possiblilty of parole."
France is running a welfare state it can no longer afford.,France chang kha ya so nu
"Frankly speaking, I hate him.","thrang bay lap do, nga kho mega"
"Frankly speaking, your way of thinking is out of date.",Thang dhi laba chin choe lo lab thang dhi mindu mae
"From an objective viewpoint, his argument was far from rational.",nge ge ray wa lay bay wa chin choe ge khung de den dha lay me thri bay
"From here on out, it's smooth sailing.",Ana lu dhi lam gatto tto dhu
"From time to time, I think about my mother who is no longer living.","Thrae thrae kab ra, ngagi mi bae mibi aei gi noksam tangni yoe"
Gasoline is sold by the liter.,makhu liter na tsong may
Germany has no minimum wage.,germany na lu minimum wage mi
Get a job.,la tsoe nyii
Get me out of here now.,Nga ana lae bag jo joba
Get me out of here.,nga ana lay chikha toen na
"Get out of here, all of you!",gara chi kha then
Get out of there.,pha song
Get out!,thoen song!
Get out!,chi kha thoen ya song!
Get out!,thoen song chi kha!
Get out.,chi kha jo!
Get out.,chi ka thoen song!
"Get up early, or you'll be late.","Dro ba Hasak long, tama che wong."
Get up.,ya long
Giraffes have very long necks.,giraffes lu neck rem yoe
Give him a day or two.,kho lu nyim chi nyi jin
Give it to whoever needs it.,ga gomi lu jin
Give me a hand with this.,charo bay nang
Give me a little time to think it over.,"atsi gu may, nok sam tang gay"
Give me a ring if you find out anything.,nga la lab mey choe ghi shey wa chin
Give me three pieces of salmon.,nga lu salmon sum na mae
Give me your flashlight.,che gi flashlight na
Give up smoking if you want to live long.,choe tsay rim bae dey go nowa chin smoke bani zhada
Go and help wash the dishes.,Jo bay thali phob chhu ni charo bay
Go away!,thoen ya so!
Go away!,thoen nalay
Go away.,naley thoen
Go away.,jo
Go away.,ya so
Go away.,Go away.
Go away.,go away
Go away.,thoen nalay
Go away.,jo
Go away.,thoen nalay
Go jump in the lake.,tsho na chong
Go now.,datara jo
Go now.,jo datara
Go now.,dato ra jo
Go on.,jo da
Go on.,jo
Go on.,jo
Go slow.,droe gay jo
Go slow.,droe gay bay jo
Go to the hospital.,menkhang jo
Go.,Jo
God created the world.,zamling di kenchosum ghi zozow enn
Goodbye!,ya cc!
Got it!,hagoyi
Got it!,goyi
Got it?,ha goyi ga?
Got it?,goyi ga?
Got it?,go tsub chi ga
Graham Greene is a favorite author of mine.,Graham Greene dhi nge gi tsom pa po ga sho chi enn
Gyeltshen and Mary make a very nice couple.,gyeltshen da mary couple jigs du
Gyeltshen ate the leftover pizza for breakfast.,g
Gyeltshen believes that Mary was murdered.,Gyeltshen gi baywa chin Mary dhi say dhab en may
Gyeltshen did exactly as I told him to do.,gyeltsen gi nga gi lab mi exact bay yi
Gyeltshen doesn't like to be made to wait.,Gyeltshen dhi gu dhoeni miga may
Gyeltshen doesn't understand you.,Gyeltshen gi choe hame go way lo
Gyeltshen fell asleep on the couch.,gyeltshen ni they so nu
Gyeltshen has his own bedroom.,gyeltshen kho ra gi bed room du
Gyeltshen has more than thirty pairs of shoes.,Gyeltshen baysa lham sumchu dhu
Gyeltshen helped us a lot.,Gyeltshen ghi charo laysha ra bay yoe
Gyeltshen is afraid of you.,Gyeltshen choe taa dro nu
Gyeltshen is at the door. Please ask him in.,Gyeltshen gokha yoe. kholu dri dha
Gyeltshen is boring.,gyeltshen jay chungku may
Gyeltshen is calling us a taxi.,Gyeltsehn gi taxi call chab dey nga chey doen lu
Gyeltshen is downstairs.,gyeltshen ma dhu
Gyeltshen is my husband.,gyeltshen ean nge mab
Gyeltshen is outside.,Gyeltshen chikha dhu
Gyeltshen is proud of his son.,"Gyeltshen, kho ra bu ta nyel rang nu"
Gyeltshen looks very sick.,Gyeltshen dhi nanaw zoom thommay
Gyeltshen needed a good job.,Gyeltshen lu yog chi gob doe nu
Gyeltshen never came back.,Gyeltshen nam ya lok mawong
Gyeltshen passed most of the time fishing.,gyeltshen atara nya zung doe nu
Gyeltshen probably thought I was thirsty.,Gyeltshen ghi nga kha kom nu noe nu
Gyeltshen remembered that Mary and John had tried to kill him.,Mary dang John gi Gyeltshen tsay ni bayi say dato cheri dhu
Gyeltshen said he would be here.,gyeltshen pha dae wong lo
Gyeltshen sent a text message to a girl he liked in his class.,Gyeltshen gi class na gi bum gami lu text baynu
Gyeltshen speaks French fluently.,gyeltshen ghi French layshom lap mey
Gyeltshen told Mary he'd never lie to her.,gyelsthen gi mary lu shop mapa lay mi chap say lap nu
Gyeltshen was forced to resign.,Gyeltshen forcedfully gom zhu chunu
Gyeltshen was offended by what Mary said.,gyaltshen sem kha pho nu
Gyeltshen went to Japan on a work holiday visa.,gyeltshen japan na ya so nu la gi visa na
Gyeltshen will always be here for you.,gyelshen choe gi den lu atara daywong
Gyeltshen's doctor told him to quit smoking.,gyeltshens doctor ge kho lu tamkhu ko zha lab nu
Gyeltshen's father is very strict.,gyeltshen gi apa di strict yoe may
Half of them are students.,khong chekka chi lobthru embay
Hand it over.,na basho
Hand me the remote.,Remote kalau na tangsh
Hang on a minute.,atsi gu nang wiai
Hang on just one moment.,atsi chhang nang
Hang on!,atsi gu
Hang on!,gu na may atsi!
Hang on.,atsi ti gu na
Hang on.,doe
Have a cookie.,khabzay chi za wai
Have a donut.,khabzey za
Have a good time.,layshum bay dhay
Have you been seeing a lot of him recently?,Choe kho thrae thrae ra chaeni yoe bo?
Have you been told where to park your car?,choe gari gatay park bayni labchi ga
Have you ever been betrayed by a friend?,choe charo gi gukur bay yi ga
Have you ever been run over?,choe hema run over bay bu
Have you finished dressing?,choe gola gen tsai ga
Have you finished reading the book?,book lhab tsa yi bu?
Have you read this book yet?,choe ghi ani keydhep dhi lhab tshai yi ga
Have you read today's paper yet?,dari gi paper lhab chi bu?
Have you read today's paper?,choe dari gi neytshel labchi ga??
Have you seen all these movies?,choe gi ani longyen gay ra ta ye bu
Hawaii is a popular tourist resort.,Hawaii di popular tourist resort chi en
He acknowledged my presence with a nod.,kho guto yu dhay
He acted like a madman.,kho tsagey zum beydey
He always values his wife's opinions.,kho ghi amtshu lu nen ne yoee
He apologized to her for being late.,kho late jow da mo lu sorry lab dea
He appeared thinner every day.,Kho nhim chi wa nhim chi nham sho dae
He arrived very early this morning.,kho hasa bay ra thoenu
He asked for help.,kho gi charo banang say lab dhay
He asked for some money.,kho gi nga lay tiru atsi len day.
He asked me to return the money to him immediately.,embay
He ate it in no time.,Tsa chi gu za da yi
He began running.,kho jo ni go tshu yi
He began to cry.,kho nguni go tsu yi
He betrayed his country.,kho gi kho rai gyalkhab lu betray bay yee c .
He bought a dozen eggs.,gongdho dozen chi nyo nu
He bought her a sweater.,kho gi mo gi sweater ngo nu
He breathed deeply before entering his boss's office.,gongm gi yektsang na majow da kho bung rem bay len jow en
He broke his arm playing soccer.,laap cha nu football tshay bay
He broke into a house.,kho chim na ze nu
He brought his lunch today.,kho dari lunch banu
He buried his head in his hands.,kho rai guto lap gi pup nu
He came from another country.,kho tshegyalkhap lay wongm em bay
He came to school even though he was unwell.,Kho naru ya school na wong yi
He can be proud of his father.,kho khora gi apa lu ngelrang du
He can compress the most words into the smallest ideas of any man I ever met.,kho me gaa ghi tshig gachi ya idea chungku chi na zo tshub.
He can cook as well as his wife.,kho da kho rai aumtsu nye cha ra gi tho bay shay
He can't be ill.,kho me na.
He can't handle the truth.,truth handle bae metshup bae kho gi
He can't take care of himself.,kho khora dazin bay metsubay
He cannot have said so.,kho gi malap wong sa
He cleaned it up.,kho gi chayi
He climbed the tree without difficulty.,kho ka ngel mi pa shing gu zi nu
He comes from Geneva.,kho geneva lay wong nu
He comes into contact with all kinds of people.,kho mi ga zum ngyem ya contact yoe
He congratulated me on my success.,Kho gi nga lu tashi delek yoe lo
He could die.,he sisi wong
He couldn't hold back his tears.,kho kho rai michu ka matsu bay
He cut his finger with the knife.,lab cut bay nu se
He cut through Sherwood Forest.,kho tonu
He decided to marry her.,kho ghi mo chi kha nyen chab ni lo
He denied that he had accepted the bribe.,teru ma len bay
He didn't attend the meeting.,Kho meeting attend mabey
He didn't go and I didn't either.,Kho dha nga chay nyi chara majo
He didn't know that.,kho ghi ani mashey bay
He didn't say anything new.,Kho ghi ganiya malap.
He doesn't like to wait until the last moment to do something.,kho gachi chi bay ni den lu duetsey ju lu zha ni miga
He doesn't want to talk about it.,kho lo labgo mano bay
He drank a shot of whiskey.,kho gi whiskey shot tang giye mae
He drove to school.,kho gari da joyi school na
He earns a good salary.,kho ghi tolob layshom yoe
He earns more money than he can spend.,la ni lay dhi dru ni ma way
He easily licked his opponent.,kho ra ghi opponnect lick bay nu si
He enlisted in the Foreign Legion.,kho chi gyel ma mi na zi tsu nu
He explained the facts at length.,kho ghe len ngoma bay rem bay lab dhay
He failed to escape from the fire and burned to death.,Kho mi lay jo ma thay ba shi so nu
He fell asleep immediately.,kho joba ngy thay so nu
He finally met my demands.,Kho gi nge demand finally meet bayi
He flew into a rage.,kho tsip za yi si
He follows the rules to the letter.,Kho gi rules follow bay wong to the letter
He forgot his promise to go there.,kho ge fa joni ge kheylang bay me di jey so nu
He gave me a watch.,Kho gi watch jin yi
He gave them food and money.,kho gi to dang teeru jheen day
He gets a haircut three times a month.,Kho daw chi na cha tsha sum tow may
He gets his hair cut once a month.,kho cha dawo chi na tsha chi toh ni yoe
He goes fishing every other day.,kho atara nya zung ba jowmay
He got all his information from secondary sources.,kho ghi information secondary sources lay thob
He got ready for departure.,kho joni dra de ya so nu
He graduated from some rinky-dink college in Oklahoma.,kho thorim lhobdra thap thob lay thar khay nu
He grows vegetables in his garden.,kho gi garden na tshetse tshu ni yoe
He had his share of luck.,kho ra gi kaww thob nu
He had the ambition to be prime minister.,Kho prime minister bay ni ambition doe yi
He had the old machine fixed.,kho gi old machine dhi fix bay nu
He has a bath every morning.,kho droba atara bath take bay wong
He has a bicycle.,kho luu bicycle yoe
He has a big mouth.,kho lu kha bom yoe may
He has a good memory.,kho lu memory laeshom yoe
He has coached us for half a year.,kho gi nga chey lo cheyka chi coach baye
He has done it before.,kho ge hayma ya bayi
He has four children to provide for.,Kho alu zhi so go bay
He has gone to Osaka on urgent business.,kho osaka jonu la thoen bay
He has good reason to get very angry.,kho tsep zani ghi dhoenda yoe may
He has just as many books as his father does.,Kho lu ya kidheb apa lu yoe dho zum ra dhu
He has many tenants on his land.,kho ghi sa na khanyep laesha dhu
He has recovered from his bad cold.,kho tshadrim lay dra nu
He has small feet.,kho luu kam chungkhu yoe.
He hasn't left any message.,kho gi message ra ma zha
He heard a shout.,kho gi namcho gu kay gonu
He himself went there.,kho khota joi
He hopes to visit Paris.,Kho paris jogo noyee lo
He insisted that I join him.,Kho gi nga sho sae nen mathub
He is a bad person.,kho me zop en
He is a compulsive gambler.,compulsive gambler chi may kho
He is a doctor and a university professor.,"kho doctor en, uni gi professor ya en."
He is a learned man.,kho khaychog chi ein
He is always friendly to me.,kho nga lu lashum bay may
He is ashamed of his behavior.,kho ra gi behaviour ta bey ngo tsau mey lo
He is at home in France.,Kho kho ra gi chim na du France nalu
He is Canadian.,kho canada lay en.
He is cranky.,kho zhen dang me dra
He is eager to go there.,he jo go no nu
He is every inch a gentleman.,kho gentleman mae
He is familiar with Japanese culture.,Kho japenese gi culture dang familiar yoe
